query_text,ministry_label
Complaint regarding delay in service by Corporate Affairs.,Ministry of Corporate Affairs
Complaint regarding delay in service by Corporate Affairs.,Ministry of Corporate Affairs
Complaint regarding delay in service by Corporate Affairs.,Ministry of Corporate Affairs
Requesting information on new schemes under Corporate Affairs.,Ministry of Corporate Affairs
Requesting information on new schemes under Corporate Affairs.,Ministry of Corporate Affairs
Please provide details about funds allocated to Corporate Affairs.,Ministry of Corporate Affairs
Please provide details about funds allocated to Corporate Affairs.,Ministry of Corporate Affairs
Requesting information on new schemes under Corporate Affairs.,Ministry of Corporate Affairs
Please provide details about funds allocated to Corporate Affairs.,Ministry of Corporate Affairs
Why is there no response from the local office of Corporate Affairs?,Ministry of Corporate Affairs
Complaint regarding delay in service by Corporate Affairs.,Ministry of Corporate Affairs
What is the status of my application with Corporate Affairs?,Ministry of Corporate Affairs
Why is there no response from the local office of Culture?,Ministry of Culture
I need the contact details of the nodal officer for Culture.,Ministry of Culture
I want to file an RTI regarding Culture.,Ministry of Culture
Please provide details about funds allocated to Culture.,Ministry of Culture
Why is there no response from the local office of Culture?,Ministry of Culture
Requesting information on new schemes under Culture.,Ministry of Culture
I want to file an RTI regarding Culture.,Ministry of Culture
I want to file an RTI regarding Culture.,Ministry of Culture
Requesting information on new schemes under Culture.,Ministry of Culture
Complaint regarding delay in service by Culture.,Ministry of Culture
What is the status of my application with Culture?,Ministry of Culture
Requesting information on new schemes under Culture.,Ministry of Culture
What is the status of my application with Culture?,Ministry of Culture
I want to file an RTI regarding Culture.,Ministry of Culture
I need the contact details of the nodal officer for Culture.,Ministry of Culture
Requesting information on new schemes under Culture.,Ministry of Culture
What is the status of my application with Culture?,Ministry of Culture
Requesting information on new schemes under Culture.,Ministry of Culture
Complaint regarding delay in service by Culture.,Ministry of Culture
I want to file an RTI regarding Culture.,Ministry of Culture
Requesting information on new schemes under Development of North Eastern Region.,Ministry of Development of North Eastern Region
I want to file an RTI regarding Development of North Eastern Region.,Ministry of Development of North Eastern Region
Why is there no response from the local office of Development of North Eastern Region?,Ministry of Development of North Eastern Region
I want to file an RTI regarding Development of North Eastern Region.,Ministry of Development of North Eastern Region
Requesting information on new schemes under Development of North Eastern Region.,Ministry of Development of North Eastern Region
Requesting information on new schemes under Development of North Eastern Region.,Ministry of Development of North Eastern Region
I need the contact details of the nodal officer for Development of North Eastern Region.,Ministry of Development of North Eastern Region
Why is there no response from the local office of Development of North Eastern Region?,Ministry of Development of North Eastern Region
Why is there no response from the local office of Development of North Eastern Region?,Ministry of Development of North Eastern Region
Requesting information on new schemes under Development of North Eastern Region.,Ministry of Development of North Eastern Region
Why is there no response from the local office of Development of North Eastern Region?,Ministry of Development of North Eastern Region
Why is there no response from the local office of Development of North Eastern Region?,Ministry of Development of North Eastern Region
Please provide details about funds allocated to Development of North Eastern Region.,Ministry of Development of North Eastern Region
Please provide details about funds allocated to Development of North Eastern Region.,Ministry of Development of North Eastern Region
What is the status of my application with Development of North Eastern Region?,Ministry of Development of North Eastern Region
Requesting information on new schemes under Development of North Eastern Region.,Ministry of Development of North Eastern Region
Why is there no response from the local office of Development of North Eastern Region?,Ministry of Development of North Eastern Region
Requesting information on new schemes under Development of North Eastern Region.,Ministry of Development of North Eastern Region
Requesting information on new schemes under Development of North Eastern Region.,Ministry of Development of North Eastern Region
I want to file an RTI regarding Development of North Eastern Region.,Ministry of Development of North Eastern Region
Why is there no response from the local office of Drinking Water and Sanitation?,Ministry of Drinking Water and Sanitation
Complaint regarding delay in service by Drinking Water and Sanitation.,Ministry of Drinking Water and Sanitation
Complaint regarding delay in service by Drinking Water and Sanitation.,Ministry of Drinking Water and Sanitation
I want to file an RTI regarding Drinking Water and Sanitation.,Ministry of Drinking Water and Sanitation
Requesting information on new schemes under Drinking Water and Sanitation.,Ministry of Drinking Water and Sanitation
Why is there no response from the local office of Drinking Water and Sanitation?,Ministry of Drinking Water and Sanitation
Requesting information on new schemes under Drinking Water and Sanitation.,Ministry of Drinking Water and Sanitation
What is the status of my application with Drinking Water and Sanitation?,Ministry of Drinking Water and Sanitation
Complaint regarding delay in service by Drinking Water and Sanitation.,Ministry of Drinking Water and Sanitation
Please provide details about funds allocated to Drinking Water and Sanitation.,Ministry of Drinking Water and Sanitation
Requesting information on new schemes under Drinking Water and Sanitation.,Ministry of Drinking Water and Sanitation
